Mr,DAug,DAgr,DAri,DAiz,DBug,DBgr,DBri,DBiz,DCug,DCgr,DCri,DCiz
13.079999999999902,0.512965691240132,0.08512234682307686,-0.00373377669568376,-0.07232553244663419,0.23305940718587087,-0.020445410534756507,-0.05669059870177992,0.10317281726010863,0.290646569753199,0.003913643325774703,-0.09019433538973032,-0.13824404928718806
13.099999999999902,0.5151178007088812,0.09018336944985272,-2.6625835725062816e-05,-0.07014805037180202,0.23679004281791222,-0.017049334314889364,-0.054437297974873976,0.1073132781560115,0.296576413041188,0.008568469026195537,-0.08735894126017098,-0.13587992646122996
13.119999999999902,0.5172562727720251,0.09526439395032393,0.0037114945146348196,-0.06797391122401583,0.24052067844995356,-0.013653258095022224,-0.052183997247968024,0.11145373905191436,0.30250625632917694,0.013223294726616371,-0.08448425501706575,-0.13351580363527185
13.139999999999901,0.5193813093527887,0.10036565936648695,0.007481373728400936,-0.06580309965394163,0.24425131408199494,-0.010257181875155083,-0.04993069652106207,0.11559419994781722,0.3084360996171659,0.017878120427037205,-0.08156859642811398,-0.13115168080931375
13.1599999999999,0.5214931077986181,0.10548740953992684,0.01128383529304728,-0.06363560042935007,0.24798194971403628,-0.006861105655287943,-0.04767739579415613,0.11973466084372009,0.31436594290515485,0.02253294612745804,-0.07861016198184391,-0.12878755798335564
13.1799999999999,0.5235918610186683,0.1106298932478261,0.015119738910970095,-0.06147139843386945,0.25171258534607766,-0.0034650294354208024,-0.045424095067250175,0.12387512173962295,0.32029578619314375,0.027187771827878873,-0.0756070118402052,-0.12642343515739757
13.1999999999999,0.5256777576162,0.11579336434396947,0.018989982769202333,-0.059310478665755756,0.255443220978119,-6.895321555366163e-05,-0.04317079434034423,0.12801558263552582,0.3262256294811327,0.0318425975282997,-0.07255705496014918,-0.12405931233143946
13.2199999999999,0.5277509820161109,0.12097808190497077,0.02289550599536455,-0.05715282623667936,0.25917385661016035,0.003327123004313479,-0.04091749361343828,0.13215604353142868,0.33215547276912166,0.03649742322872054,-0.06945803205998889,-0.12169518950548136
13.239999999999899,0.5298117145878152,0.1261843103819599,0.026837291318876983,-0.05499842637052833,0.2629044922422017,0.006723199224180619,-0.03866419288653233,0.13629650442733154,0.3380853160571106,0.04115224892914137,-0.06630749603622062,-0.11933106667952327
13.259999999999899,0.531860131763664,0.13141231975798168,0.03081636795879794,-0.05284726440222777,0.26663512787424304,0.01011927544404776,-0.03641089215962638,0.1404369653232344,0.3440151593450996,0.045807074629562204,-0.06310278934828092,-0.11696694385356517
13.279999999999898,0.5338964061531016,0.13666238571137115,0.034833814762332646,-0.050699325776575224,0.2703657635062844,0.0135153516639149,-0.03415759143272043,0.14457742621913727,0.34994500263308853,0.05046190032998304,-0.05984101777692162,-0.11460282102760706
13.299999999999898,0.5359207066527416,0.14193478978538537,0.03889076362113089,-0.0485545960470916,0.2740963991383258,0.01691142788378204,-0.03190429070581448,0.14871788711504014,0.3558748459210775,0.05511672603040387,-0.056519019819099806,-0.11223869820164897
